IDD;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;Titel;Alternativtitel;Umfang;Format;Sprache; Anmerkung;USTC_Subject
IDD-340;9076;id00382000;D-306;null;null;995160;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in quattuor libros Sententiarum cum textu Petri Lombardi;ff. 186;2°;Latein;"Druck mit Texten Petrus Lombardus (GND 11859334X). Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";(1) Religious. (2) Philosophy and Morality
IDD-341;9075;id00381000;D-320;null;null;995161;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;(1) Quaestiones in quattuor libros Sententiarum Petri Lombardi (USTC). (2) Quodlibeta (USB Köln);ff. 282;4°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";(1) Religious. (2) Philosophy and Morality
IDD-342;9073;id00379000;(1) D-311 + (2) D-313 (4. Tl.);;;995162;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. IV. Sententiarum cum textu Petri Lombardi. Hrsg. Johannes Grillot und Antonius Capellus. ;ff. 262;2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334). Mit Guillermus Vorilongus (GND 100944264), Vademecum super 1.IV Sententiarum";(1) Religious. (2) Philosophy and Morality
IDD-343;9080;id00375000;D-301;null;null;995163;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in primum librum Sententiarum Petri Lombardi. Ed: Antonio Trombetta;ff. (248);2°;Latein;"Signaturen: (a-l10 m-n12 o-r10 s12 t-z10 A12). Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";(1) Religious. (2) Philosophy and Morality
IDD-344;9079;id00374000;null;null;null;995164;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. I. Sententiarum. Korr. frater Rufinus OFM;ff. (224);2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";(1) Religious. (2) Philosophy and Morality
IDD-346;5659;ib01264000;B-951;null;null;996532;null;Victoria contra Judaeos;null;ff. 130;2°;Latein;Signaturen (4)a8 b–u6 x4;Religious
IDD-347;5658;ib01263500;null;null;null;996533;null;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant. (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis. (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;Epistola contra Judaeos;ff. 8;8°;Latein;Signaturen A8;Religious
IDD-348;IV Sp.573a;ib01038000;null;null;null;996592;null;De christiana religione contra Hebraeos;null;null;4°;Latein;null;Religious
IDD-349;4450;ib00728300;null;null;null;996789;Schreckenberg III (1994) 399-400;Decamerone;null;ff. 142;2°;Italienisch;"Signaturen X4 A8 Bc–y6 z4. GW: ""Davor: Hieronymus Squarzaficus: Vita di Boccaccio."" (GND 119836262), dazu keine Angaben in ISTC und USTC";Literature
IDD-351;4448;ib00727000;null;null;null;996791;Schreckenberg III (1994) 399-400;Decamerone;null;ff. (138);2°;Latein;Signaturen a-q8 r10;Literature
IDD-352;4447;ib00726500;null;null;null;996792;Schreckenberg III (1994) 399-400;Decamerone;null;ff. (308);2°;Italienisch;Signaturen (2 –4 )a8 b–?s–z&6 A–S8 T4. ;Literature
IDD-353;4446;ib00726000;null;null;null;996793;Schreckenberg III (1994) 399-400;Decamerone;null;ff. (194);2°;Italienisch;Signaturen (4)a10 b8 c6 d8 e6 f8 g6 h8 i6 k8 l6 m8 n6 o8 p6 q8 r6 ?8 t6 u8 x6 y8 z6 AB8 C10. ;Literature
IDD-354;4445;ib00725800;null;null;null;996794;Schreckenberg III (1994) 399-400;Decamerone;null;ff. (236);2°;Italienisch;Signaturen (6)a–f10 g–k8 lm6 n–q10 r–t6 u–zA8 BC10 D8. ;Literature
IDD-355;4444;ib00725700;null;null;null;996795;Schreckenberg III (1994) 399-400;Decamerone;null;ff. (242);2°;Italienisch;null;Literature
IDD-356;4443;ib00725600;null;null;null;996796;Schreckenberg III (1994) 399-400;Decamerone;null;ff. (222);2°;Latein;Signaturen (a6 b-f10 g-l8 m-n6 op8 q-s10 t-x8 y-z6 A-D8);Literature
IDD-357;4442;ib00725400;null;null;null;996797;Schreckenberg III (1994) 399-400;Decamerone;null;ff. (264);2°;Italienisch;null;Literature
IDD-358;4441;ib00725300;null;null;null;996798;Schreckenberg III (1994) 399-400;Decamerone;null;ff. (268);2°;Italienisch;Signaturen (a8 b-e10 f8 g-k10 l8 m-t10 v-x8 y-z10 A-D10 E8). ;Literature
IDD-359;4440;ib00725200;B-565;null;null;996799;Schreckenberg III (1994) 399-400;Decamerone;null;ff. 254;2°;Latein;null;Literature
IDD-360;3892;ib00354200;B-305;null;null;996952;Schreckenberg III (1994) 503-504. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, “Neubewertung von Bernardinos Antisemitismus”.;Speculum peccatorum de contemptu mundi;null;ff. 8;4°;Latein;Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX,  1950-65. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - (Universität Münster) (1939) ( UB Frankfurt, http://resolver.hebis.de/retro/original/s6060975);Religious
IDD-361;3891;ib00354000;null;null;null;996953;Schreckenberg III (1994) 503-504. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, “Neubewertung von Bernardinos Antisemitismus”.;Speculum peccatorum de contemptu mundi;null;ff. 6;4°;Latein;Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX,  1950-65. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - (Universität Münster) (1939) ( UB Frankfurt, http://resolver.hebis.de/retro/original/s6060975);Religious
IDD-362;3890;ib00353000;B-303;null;null;996954;Schreckenberg III (1994) 503-504. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, “Neubewertung von Bernardinos Antisemitismus”.;Speculum peccatorum de contemptu mundi;null;ff. 8;4°;Latein;Signaturen A8. Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX,  1950-65. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - (Universität Münster) (1939) ( UB Frankfurt, http://resolver.hebis.de/retro/original/s6060975);Religious
IDD-363;3885;ib00348500;null;null;null;996955;Schreckenberg III (1994) 503-504. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, “Neubewertung von Bernardinos Antisemitismus”.;Sermone sopra l'epistola di San Paolo sul santissimo Sacramento;null;ff. 10;4°;Italienisch;Signaturen a10, Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX,  1950-65. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - (Universität Münster) (1939) ( UB Frankfurt, http://resolver.hebis.de/retro/original/s6060975);Religious
IDD-364;III Sp.646a.;ib00344850;null;null;null;996956;Schreckenberg III (1994) 503-504. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, “Neubewertung von Bernardinos Antisemitismus”.;Della confessione;null;null;8°;Italienisch;Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX,  1950-65. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - (Universität Münster) (1939) ( UB Frankfurt, http://resolver.hebis.de/retro/original/s6060975);Religious
IDD-366;3880;ib00344700;null;null;null;996958;Schreckenberg III (1994) 503-504. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, “Neubewertung von Bernardinos Antisemitismus”.;Della confessione;Della confessione regole xii;ff. 12;4°;Italienisch;Signaturen a8 b4. Judendfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX,  1950-65. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - (Universität Münster) (1939) ( UB Frankfurt, http://resolver.hebis.de/retro/original/s6060975);Religious
IDD-367;3878;ib00344000;null;null;null;996959;Schreckenberg III (1994) 503-504. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, “Neubewertung von Bernardinos Antisemitismus”.;Della confessione;Della confessione regole xii;ff. 14;8°;Italienisch;"ISTC: ""A different work from the longer tract Della confessione, with which it is confused in GW ( BMC VII 1107)"". Judendfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX,  1950-65. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - (Universität Münster) (1939) ( UB Frankfurt, http://resolver.hebis.de/retro/original/s6060975)";Religious
IDD-368;3877;ib00343900;null;null;null;996960;Schreckenberg III (1994) 503-504. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, “Neubewertung von Bernardinos Antisemitismus”.;Della confessione;Della confessione regole xii;ff. (20);4°;Italienisch;"ISTC: ""A different work from the longer tract Della confessione, with which it is confused in GW (BMC)"". Judendfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX,  1950-65. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - (Universität Münster) (1939) ( UB Frankfurt, http://resolver.hebis.de/retro/original/s6060975)";Religious
IDD-370;2203;ia00883000;A-611;null;null;997616;Schreckenberg III (1994) 518;Trialogus super evangelio de duobus discipulis euntibus in Emmaus;null;ff. 150;8°;Latein;Signaturen a-h8 i10 k-r8 s12;Religious
IDD-371;M35893;ie00169300;null;null;null;998963;null;(1) Expositio Psalmorum cum eorum virtutibus (ISTC). (2) Psalm. Expositio psalmorum. (GW);null;ff. (20);8°;Latein;Signaturen a-b10;Religious
IDD-376;5919;ic00062000;null;null;null;999664;null;Mors et apotheosis Simonis infantis novi martyris.;Mors et apotheosis Simonis infantis novi martyris. Add: Raphael Zovenzonius: In Simonem martyrem carmina duo;ff. 8;4°;Latein;Signaturen A8. betrifft den Ritualmord an Simon von Trient. gedruckt mit Raphael Zovenzonius (GND 12907649X), In Simonem martyrem carmina duo. Hain 4268;Religious
IDD-377;null;null;null;null;P 2297;2212518;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;Zu Lob und Ehre;In Laudum et honorem illustrissimi Maximique principis et domini Maximiliani dei gratia Romanorum;ff. (22);4°;Latein;null;Literature
IDD-378;null;null;null;null;B 5605;2213068;null;Benedicite judeorum uti soliti sut ante et post cibi suptionem Benedicere et gratias agere deo egregio doctore thoma murner Argentinensi ordinis minorum interprete.;Der iuden Benedicite wie sy Gott den herren Loben, und im umb die speys Danck?;ff. (4);4°;Deutsch;Übersetzung ins Deutsche?;Religious
IDD-379;null;null;null;null;ZV 31594;2213083;null;Sendbrief;Ein Sendbrieff (Sendbrief) von einer grosse meng der Juden, die lange zeyt mit unwonhafftigen Wüsten beschlossen unnd verborge(n) gewesen, yetzunder ... an tag kommen sein, dreyssig tag reyss von Hierusale(m) sich nider geschlagen (etc.);ff. (3);4°;Deutsch;Druckort und Drucker ermittelt von Dr. Claus, Gotha. Illustration;(1) Religious. (2) Political Tracts
IDD-380;null;null;null;null;ZV 32059;2213248;null;Ein wunderbarlich geschichte. Wye dye merckischen Juden das hochwirdig Sacrament: gekaufft und zu martern sich understanden (USTC);Eyn wunderbarlich Geschichte, wye die Marckischen Jüdenn Das hochwirdigst Sacrament Gekaufft, und zcu Martern sich unterstanden: Durch ein höchgelarten Hern doctoren des thüns Gegrunt, kortzlich erlewtert. anno 1510.;ff. (5);4°;Deutsch;"betrifft Vorwuf der Hostienschändungen und Ritualmorde in Berlin 1510, Vertreibung aus der Mark Brandenburg. VD16: ""Variante zu VD16 W 4593 und ZV 26067. Erkennungslesarten: 'Marckischen', 'hochwirdigst'""";Religious
IDD-381;null;null;null;null;null;2507009;null;Wir Karl der fünfft thun kund, das hinfür inewig zeit kein Jud noch Jüdin weder auff ligende gu(e)ter zinß noch gült umb noch on wucher heimlich oder offentlich nichts leihen (25.06.1521);null;ff. (1);Einblattdruck;Deutsch;Signaturen ()1;Ordinances and Edicts
IDD-382;M30950;ip00275000;null;null;null;(1) 344883 = (2) 765552 ?;Schreckenberg III (1994) 561-562. Alexander Wilkinson, IB: Books Published in Spanish or Portugese or printed on the Iberian Peninsula before 1601, Reference: no. 14703;Judenfeind;Opuscula. Tractatus contra Iudaeos. Expositio canticorum ferialium. Expositio cantici Augustini super Te Deum laudamus. Expositio super cantica evangelica;ff. 56;2°;Latein;Darin: I) Tractatus contra Judaeos. II) Expositio canticorum ferialium. III) Expositio cantici Augustini super Te Deum laudamus. IV) Expositio super cantica evangelica;Religious
IDD-383;null;null;null;null;(1) P 2312 = (2) P 2313 = (3) P 2314 ?;(1) 664912 = (2) 669413 = (3) 664914 ?;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;Opuscula;Ich bin ain buchlinn der Juden veindt ist mein namen. Ir schalckhait sag ich unnd wil mich des nit schamenn. Die lang zeyt verborgen gewest ist als ich thun bedeütenn das wil ich yetz offenbarn allen Cristen leüten dann ich bin mit yren Hebraischen schrifften wol v°wart. Und dem verkerten geschlecht die warhait nit gespart;ff. (13);4°;Deutsch;Lagenform: a4 b7. Angaben zur Kollatoion: VD16 P2313;Religious
IDD-384;null;null;null;null;(1) P 2291 = (2) P 2292 ?;(1) 665465 = (2) 665466 ?;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;Osterbüchlein;In disem buchlein vindet yr ein entlichen furtrag. Wie die blinden Juden yr Ostern halten unnd besonderlich wie das Abentmal gessen wirt. Verer wurdt außgedruckt das die Juden ketzer seyn des Alten und Neuwen Testaments deßhalb sye schuldig seyn des gerichts nach dem gesetz Moysi;ff. (16);4°;Deutsch;Lagenform: A-D4. (VD16 P 2291 = P 2292 und USTC 665466 = 665465? siehe Druckdatum);Religious
IDD-387;null;null;null;null;null;null;Schöner (2002) 416-417, Nr. 78;Ezechiel spricht der Prophet (Schöner. Incipit);Ezechiel spricht der Prophet (Schöner. Incipit);ff. (1);Einblattdruck;Deutsch;Holzschnitt, Format 242 x 166. typographischer Text, 16 Reimpaarverse. Transkription bei Schöner (2002) 417, Nr. 78. Abb.: Schöner (2002) 274, nach: Geisberg-Strauß, HG. 1138.;null
IDD-388;null;null;null;null;null;null;Schöner (2002) 340, Nr. 16;Ablaßplakat mit den Arma Christi (Schöner. Incipit);Ablaßplakat mit den Arma Christi (Schöner. Incipit);ff. (1);Einblattdruck;Deutsch;Holzschnitt, koloriert. xylographischer Text, Prosa. Transkription bei Schöner (2002) 340, Nr. 16. Abb: Schöner (2002) 78, nach: Schreckenberg, Bildatlas, S. 203, Abb. 6.;null
IDD-389;null;null;null;null;null;null;Schöner (2002) 340, Nr. 17;Christus im Verhör (Schöner. Incipit);Christus im Verhör (Schöner. Incipit);ff. (1);Einblattdruck;(Pseudo-)Hebräisch;"Holzschnitt, Format 98 x 82. xylographischer Text, Transliteration nach Schöner vielleicht ""bös"". Abb: Schöner (2002) 81, nach: Schreckenberg, S. 194, Abb. 20 (Angabe zu Band fehlt bei Schöner).";null
IDD-390;null;null;null;null;null;null;Schöner (2002) 339, Nr. 15;Christus an der Martersäule (Schöner. Incipit);Christus an der Martersäule (Schöner. Incipit);ff. (1);Einblattdruck;null;Holzschnitt, Format 128 x 125. Abb: Schöner (2002) 77, nach: Gustav Gugenbauer (Hrsg.), Inkunabeln der Graphik in den Klosterbibliotheken Ober-Österreichs und Salzburgs (= Einblattdrucke des fünfzehnten Jahrhunderts 36 (nicht 35 wie bei Schöner fälschlischerweise angegeben, hrsg. von Paul Heitz), Straßburg 1913, S. 38.;null
IDD-391;null;null;null;null;null;null;Schöner (2002) 379, Nr. 55;Judensau;Judensau (Schöner);ff. (1);Einblattdruck;Deutsch;Holzschnitt, Format 266 x 403. xylographischer Text. Transkription bei Schöner (2002) 379, Nr. 55. Abb: Schöner (2002) 195, nach: Isaiah Shachar, The Judensau. An Medieval Anti-Jewish Motif and itd History, London 1974, Pl. 30.;null
IDD-392;9078;null;null;null;null;null;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. I. Sententiarum;null;null;Latein;"fragliche Auflage im GW,  GW verweist auf H 6424, PA III 93.108, Denis 90. Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";(1) Religious. (2) Philosophy and Morality
IDD-393;null;null;null;null;null;null;Schöner (2002) 348-349, Nr. 28;Do tausent vierhundert unfundsibenczig jar (Schöner. Incipit);Do tausent vierhundert unfundsibenczig jar (Schöner. Incipit);ff. (1);Einblattdruck;Deutsch;Holzschnitt, Format 266 x 379. xylographischer Text, 50 Knittelferse, Transkription bei Schöner (2002) 348-349, Nr. 28. Abb: Schöner (2002) 121, nach: Georg Leidinger, Einzel-Holzschnitte des fu?nfzehnten Jahrhunderts in der KGL. Hof- und Staatsbibliothek Mu?nchen (= Einblattdrucke des fünfzehnten Jahrhunderts 11 (nicht 10 wie bei Schöner fälschlischerweise angegeben), hrsg. von Paul Heitz), Straßburg 1908, S. 45.;null
IDD-394;null;null;null;null;null;null;Schöner (2002) 394, Nr. 63;Nun wisset waß der wucher tuet (Schöner. Incipit);Nun wisset waß der wucher tuet (Schöner. Incipit);ff. (1);Einblattdruck;Deutsch;Holzschnitt. xylographischer Text. Transkription bei Schöner (2002) 394, Nr. 63. Abb: Schöner (2002) 218, nach: Schreckenberg, Bildatlas, S. 320, Abb. 1.;null
IDD-395;null;null;null;null;null;null;Schöner (2002) 349, Nr. 29;Beatus . Simon . martir (Schöner. Incipit);Beatus . Simon . martir (Schöner. Incipit);ff. (1);Einblattdruck;Latein;betrifft den Ritualmord an Simon von Trient. Holzschnitt, Format 266 x 379. xylographischer Text, 50 Knittelferse, Transkription bei Schöner (2002) 348-349, Nr. 28. Abb: Schöner (2002) 121, nach: Schreckenberg, Bildatlas, S. 291, Abb. 6f.;null
IDD-396;2 Sp.474b;null;null;null;null;null;Schreckenberg III (1994) 518;Trialogus super evangelio de duobus discipulis euntibus in Emmaus;null;null;null;Latein;"GW: ""H 1273. Nicht nachweisbar""";null
IDD-397;null;null;null;null;null;null;Schöner (2002) 415-416, Nr. 76;Item diß ist die recht form des warhafftigen Titels (Schöner. Incipit);Item diß ist die recht form des warhafftigen Titels (Schöner. Incipit);ff. (1);Einblattdruck;Deutsch;Holzschnitt, Format 405 x 273. xylographischer Text. Transkription bei Schöner (2002) 415-416, Nr. 76. Abb.: Schöner (2002) 268, nach: Richars Schmidbauer, Einzel-Formschnitte des fu?nfzehnten Jahrhunderts in der Staats-, Kreis- und Stadtbibliothek Augsburg (= Einblattdrucke des fünfzehnten Jahrhunderts 19 (nicht 18 wie bei Schöner fälschlischerweise angegeben), hrsg. von Paul Heitz), Straßburg 1909, S. 24.;null
IDD-398;0907710N;null;null;null;null;null;Schreckenberg III (1994) 334-335;(1) Quaestiones in quattuor libros Sententiarum. (2) Quaestiones in quattuor libros Sententiarum Petri Lombardi;null;null;null;Latein;"fragliche Auflage im GW,  ist vermutich GW09077. GW-Vorlage: Baroncelli: Lonato (Abb. Bl. 1a). GW-Anm.?Bassenge (Berlin) Auktion 109 (2017) Nr 1050, Teil 3 u. 4. Baroncelli: Lonato App. 1? Nr 2. Lonato BComo (3, Fragm.). Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte (eine Auffassung), derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";(1) Religious. (2) Philosophy and Morality
IDD-399;null;null;null;null;null;null;Schöner (2002) 361-362, Nr. 40;Hort ir herren allgemein (Schöner. Incipit);Hort ir herren allgemein (Schöner. Incipit);ff. (1);Einblattdruck;Deutsch;Holzschnitt. xylographischer Text, Knittelverse in Reimpaaren. Transkription bei Schöner (2002) 361-362, Nr. 40. Abb: Schöner (2002) 144, nach: Schreckenberg, Bildatlas, S. 364, Abb. 4.;null
IDD-400;null;null;null;null;null;null;Schöner (2002) 354-357, Nr. 33;Historia S. Simonis Tridentini;(1) Gedicht von dem Knaben Simon zu Trient (ISTC). (2) Historia S. Simonis Tridentini, deutsch. Simon, ein Kind bin ich genannt. (Gedicht über den Tod des Knaben Simon zu Trient) (GW);ff. (1);Einblattdruck;Deutsch;betrifft den Ritualmord an Simon von Trient. Holzschnitt, Format 248 Breite. typographischer Text, Knittelverse, Transkription bei Schöner (2002) 354-357, Nr. 33. nicht in anderen Standartkatalogen nachgewiesen. Abb: Schöner (2002) 130, nach: Staatsbibliothek Bamberg: VI G 75;null
IDD-401;null;null;null;null;null;null;Schöner (2002) 339, Nr. 14;Schmerzensmann (Schöner. Incipit);Schmerzensmann (Schöner. Incipit);ff. (1);Einblattdruck;null;Holzschnitt, Format 251 x 173. Abb: Schöner (2002) 75, nach: Wilhelm Molsdorf, Formschnitte des fünfzehnten Jahrhunderts aus der Sammlung Schreiber (= Einblattdrucke des fünfzehnten Jahrhunderts 15 (nicht 14 wie bei Schöner fälschlischerweise angegeben), hrsg. von Paul Heitz), Straßburg 1908, S. 9.;null
IDD-402;null;null;null;null;null;null;Schöner (2002) 378-379, Nr. 53;Ich pauck vnd pfeyff euch allen herein (Schöner. Incipit);Ich pauck vnd pfeyff euch allen herein (Schöner. Incipit);ff. (1);Einblattdruck;Deutsch;Holzschnitt, Format 259 x 380. xylographischer Text, 8 Verspaare. Transkription bei Schöner (2002) 379, Nr. 53. Abb: Schöner (2002) 190, nach: Heinrich Röttinger, Einzel-Formschnitte des fu?nfzehnten Jahrhunderts aus der Erzherzoglichen Kunstsammlung Albertina in Wien (= Einblattdrucke des fünfzehnten Jahrhunderts 27 (nicht 36 wie bei Schöner fälschlischerweise angegeben, hrsg. von Paul Heitz), Straßburg 1912, S. 20.;null
IDD-403;null;null;null;null;null;null;VL-Hum 2 (2013) 434-441. Schreckenberg III (1994) 603;Pater noster (und) Credo;Vaterunser, Ave Maria und Credo;ff. (1);Einblattdruck;(1) Latein. (2) Hebräisch;"Nach Kirn, S. 202: Niedersächsische Staats- und Universitätsbibliothek (UB) Göttingen, 8° Theol pol 564782 (http://resolver.sub.uni-goettingen.de/purl?PPN856961124); enthält hebräische Schriftzeichen";null
IDD-404;null;null;null;null;null;null;Schöner (2002) 340, Nr. 19;Christus vor Kaiphas (Schöner. Incipit);Christus vor Kaiphas (Schöner. Incipit);ff. (1);Einblattdruck;null;Holzschnitt, Format 250 x 172. Abb: Schöner (2002) 83, nach: Geisberg-Strauß, G. 545.;null
IDD-405;null;null;null;null;null;null;Schöner (2002) 361-362, Nr. 37;Der Wilde Mann (Schöner. Incipit);Der Wilde Mann (Schöner. Incipit);ff. (1);Einblattdruck;null;Einblattholzschnitt. Abb: Schöner (2002) 138, nach: Cecelia F. Klein, Wild Women in Colonial Mexico. An Encounter of European and Aztec Concepts of the Other, in: Refraiming the Renaissance Visual Culture in Europe and Latein America 1450-1650, hrsg. von Claire Farago, New-Haven/London 1995, S. 245-264, hier S. 247. (Uzk, Standort: Kunstgeschichte / Allgemeine Kunstgeschichte, Signatur: 428/E651/130);null
IDD-406;null;null;null;null;null;null;Schöner (2002) 395, Nr. 64;(1) Jurist, Jude und Weib. (2) Der Jurist mir seinem b?ch (Schöner. Incipit);Der Jurist mir seinem b?ch (Schöner. Incipit);ff. (1);Einblattdruck;Deutsch;Holzschnitt, Format 215 x 168. typographischer Text. Transkription bei Schöner (2002) 395, Nr. 64. Abb: Schöner (2002) 221, nach: Strauß IV (1975) 1436;null
IDD-407;null;null;null;null;null;null;Schöner (2002) 419-421, Nr. 80;Der heiligen/ vnbefleckten/ ausserwelten/ einigen Braut Jesu (Schöner. Incipit);Der heiligen/ vnbefleckten/ ausserwelten/ einigen Braut Jesu (Schöner. Incipit);ff. (1);Einblattdruck;Deutsch;Holzschnitt. Format 255 x 340. typographischer Text, 16 Verse unter der Abbildung, auf der rechten Seite Prosa. Transkription bei Schöner (2002) 419-421, Nr. 80. Abb.: Schöner (2002) 279, nach: Geisberg-Strauß, G. 1506.;null
IDD-408;M39851;null;null;null;null;null;Schreckenberg III (1994) 391-393;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;null;null;null;Latein;fragliche Auflage im GW, verweist auf Hain 14260;null
IDD-409;M39817;null;null;null;null;null;Schreckenberg III (1994) 391-393;(1) Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant (2) Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis (3) Quod Judaei messiam, qui venit seu venturum, temere exspectent;null;null;null;Latein;fragliche Auflage im GW, verweist auf Exemplar: Tarragona (BP);null
